platform;manager;pack_number;pack_index;pack_date;due_date;seller_article;wb_article;ozon_article;name;priority;focus_metric;comment_hint;plan_day_metric;fact_day_metric;plan_month_metric;fact_month_metric;forecast_pct_metric;focus_summary;existing_action;reason;day1;day2;day3;day4;day5
WB;Анастасия;3;9;2026-04-10;2026-04-16;pjm015/int/k1/001/p1*dмолочный,бордовый;548860917;;вишня;Высокий;Отменили;Лапша ;;;1 кв.;2;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: Лапша . 107 ед. спроса за 7 дн. (оценка); остаток 1 155 шт (~75 дн.); осн. склад 408 шт; выкуп 84%; возвраты 7д 2%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"107 ед. спроса за 7 дн. (оценка); остаток 1 155 шт (~75 дн.); осн. склад 408 шт; выкуп 84%; возвраты 7д 2%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;10;2026-04-10;2026-04-16;pjm002/int/k1/025/p1*dрозовый;608392694;;сердца роз;Высокий;Кол остаток;;;;;;;"WB: выровнять остатки — проверить кластеры, локализацию и план пополнения без перегруза. наблюдение, без резких действий 44 ед. спроса за 7 дн. (оценка); остаток 472 шт (~75 дн.); осн. склад 692 шт; выкуп 47%; возвраты 7д 3%";WB: наблюдение, без резких действий. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"44 ед. спроса за 7 дн. (оценка); остаток 472 шт (~75 дн.); осн. склад 692 шт; выкуп 47%; возвраты 7д 3%";Сверить остатки МП и основного склада, найти дефицитные размеры/цвета.;Рассчитать потребность по кластерам и не отгружать выше плановой потребности без решения руководителя.;Раскидать товар в кластеры с лучшей скоростью/маржой, убрать перекосы.;Проверить, не тянем ли лишний спрос на пустые кластеры через цену и акции.;Сравнить покрытие и доступность после правок, подтвердить следующий заказ.
WB;Анастасия;3;11;2026-04-10;2026-04-16;pjm002/int/k1/025/p1*dмолочный,красный;608392697;3959278405;сердца мал;Высокий;Сумма заказов;ф+штаны;;;1163940.683;Фотоконтент;0;"WB: разогнать продажи — SEO, контент, цена, видимость и локализация под спрос. наблюдение, без резких действий Фокус по варианту/подсказке: ф+штаны. 12 ед. спроса за 7 дн. (оценка); остаток 567 шт (~344 дн.); осн. склад 978 шт; выкуп 43%; возвраты 7д 0%";WB: наблюдение, без резких действий. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"12 ед. спроса за 7 дн. (оценка); остаток 567 шт (~344 дн.); осн. склад 978 шт; выкуп 43%; возвраты 7д 0%";Пересобрать ключи, заголовок, характеристики, поисковые запросы и релевантность карточки.;Обновить обложку, инфографику, фото/видео и первые экраны карточки.;Сверить цену, индекс/конкурентов, промо, акции и влияние на маржу.;Посмотреть кластеры/склады, сроки доставки и доступность товара под спрос.;"WB: проверить видимость, рекламу и воронку; зафиксировать итог и следующий шаг."
WB;Анастасия;3;12;2026-04-10;2026-04-16;pjm015/sph/k1/002/p1*dмолочный;548860915;;Пижама 3 в 1 футболка, лолонгслив, брюки;Высокий;% выкупа;;;;0.8948391339367604;0.6785714286;0.7867052813;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи 24 ед. спроса за 7 дн. (оценка); остаток 1 372 шт (~392 дн.); осн. склад 3 528 шт; выкуп 72%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"24 ед. спроса за 7 дн. (оценка); остаток 1 372 шт (~392 дн.); осн. склад 3 528 шт; выкуп 72%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;13;2026-04-10;2026-04-16;pjm016/sph/k1/001/p1*dчерный,бежевый;649194381;;черный мишка;Высокий;% выкупа;мишки;;;0.9751488982593632;0.3779761905;0.6765625444;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: мишки. 27 ед. спроса за 7 дн. (оценка); остаток 501 шт (~128 дн.); осн. склад 1 861 шт; выкуп 83%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"27 ед. спроса за 7 дн. (оценка); остаток 501 шт (~128 дн.); осн. склад 1 861 шт; выкуп 83%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;14;2026-04-10;2026-04-16;pjm016/sph/k1/001/p1*dрозовый,черный;649194400;;короны;Высокий;% выкупа;;;;0.0;0;0;WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. наблюдение, без резких действий;WB: наблюдение, без резких действий.;;Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;15;2026-04-10;2026-04-16;pjm001/sph/k1/032/p1*dмолочный,бордовый;252658788;1196013126;сердца;Высокий;Отменили;;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи 34 ед. спроса за 7 дн. (оценка); остаток 2 628 шт (~538 дн.); осн. склад 2 380 шт; выкуп 100%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"34 ед. спроса за 7 дн. (оценка); остаток 2 628 шт (~538 дн.); осн. склад 2 380 шт; выкуп 100%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;16;2026-04-10;2026-04-16;pjm001/sph/k1/032/p2*dмолочный,бордовый;304023819;1308344065;сердца;Высокий;% выкупа;старые;;;0.9177897716256085;1.476190476;1.196990124;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. наблюдение, без резких действий Фокус по варианту/подсказке: старые. 23 ед. спроса за 7 дн. (оценка); остаток 1 338 шт (~399 дн.); осн. склад 6 830 шт; выкуп 68%; возвраты 7д 0%";WB: наблюдение, без резких действий.;"23 ед. спроса за 7 дн. (оценка); остаток 1 338 шт (~399 дн.); осн. склад 6 830 шт; выкуп 68%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;17;2026-04-10;2026-04-16;pjm001/sph/k1/043/p1*mмолочный,желтый;494871206;2844072743;трактор;Средний;Отменили;;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запустить плановое пополнение/производство, целевой объем ~458 шт 127 ед. спроса за 7 дн. (оценка); остаток 360 шт (~20 дн.); выкуп 100%; возвраты 7д 0%";WB: запустить плановое пополнение/производство, целевой объем ~458 шт.;"127 ед. спроса за 7 дн. (оценка); остаток 360 шт (~20 дн.); выкуп 100%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;18;2026-04-10;2026-04-16;plw006/ksh/k1/001/p1*dчерный;246954528;1192719064;лапша;Высокий;Отменили;;;;1 кв.;1;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий 63 ед. спроса за 7 дн. (оценка); остаток 3 075 шт (~343 дн.); осн. склад 567 шт; выкуп 62%; возвраты 7д 0%";WB: наблюдение, без резких действий.;"63 ед. спроса за 7 дн. (оценка); остаток 3 075 шт (~343 дн.); осн. склад 567 шт; выкуп 62%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;19;2026-04-10;2026-04-16;356/ftb001/sph/k2/012/p1/W*mбелый;13311287;429302893;Футболка белая 2 шт;Высокий;Отменили;;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи 67 ед. спроса за 7 дн. (оценка); остаток 3 368 шт (~351 дн.); осн. склад 6 351 шт; выкуп 79%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"67 ед. спроса за 7 дн. (оценка); остаток 3 368 шт (~351 дн.); осн. склад 6 351 шт; выкуп 79%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;20;2026-04-10;2026-04-16;ftb001/sph/k1/054/p1*uчерный;493274573;;Новый год;Высокий;Отменили;;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий 11 ед. спроса за 7 дн. (оценка); остаток 2 600 шт (~1668 дн.); выкуп 100%; возвраты 7д 7%";WB: наблюдение, без резких действий.;"11 ед. спроса за 7 дн. (оценка); остаток 2 600 шт (~1668 дн.); выкуп 100%; возвраты 7д 7%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;4;1;2026-04-13;2026-04-17;ftb003/sph/k1/036/p1*dчерный;566486802;;Новый год;Высокий;Отменили;на машине;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий Фокус по варианту/подсказке: на машине. 46 ед. спроса за 7 дн. (оценка); остаток 2 496 шт (~377 дн.); выкуп 83%; возвраты 7д 10%";WB: наблюдение, без резких действий. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"46 ед. спроса за 7 дн. (оценка); остаток 2 496 шт (~377 дн.); выкуп 83%; возвраты 7д 10%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;4;2;2026-04-13;2026-04-17;shr002/ft2/k1/009/p1*uчерный;566483871;3761185668;найк;Средний;Отменили;;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий 10 ед. спроса за 7 дн. (оценка); остаток 539 шт (~359 дн.); осн. склад 3 667 шт; выкуп 31%; возвраты 7д 7%";WB: наблюдение, без резких действий. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"10 ед. спроса за 7 дн. (оценка); остаток 539 шт (~359 дн.); осн. склад 3 667 шт; выкуп 31%; возвраты 7д 7%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;4;3;2026-04-13;2026-04-17;shr002/ft2/k1/008/p1*uчерный;566483872;;белкина;Высокий;Отменили;белкина;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий Фокус по варианту/подсказке: белкина. 12 ед. спроса за 7 дн. (оценка); остаток 209 шт (~118 дн.); осн. склад 814 шт; выкуп 43%; возвраты 7д 0%";WB: наблюдение, без резких действий. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"12 ед. спроса за 7 дн. (оценка); остаток 209 шт (~118 дн.); осн. склад 814 шт; выкуп 43%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
